<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.25	16:25:00	1.24086	1.24159	1.24085	1.24156	403	0	3
2023.04.25	16:30:00	1.24157	1.24192	1.24122	1.24127	585	0	3
2023.04.25	16:35:00	1.24125	1.24140	1.24044	1.24068	739	0	3
2023.04.25	16:40:00	1.24067	1.24098	1.24030	1.24057	635	0	2
2023.04.25	16:45:00	1.24058	1.24058	1.23972	1.24038	576	0	3
2023.04.25	16:50:00	1.24038	1.24062	1.24007	1.24028	564	0	3
2023.04.25	16:55:00	1.24027	1.24087	1.23996	1.24086	553	0	3
2023.04.25	17:00:00	1.24086	1.24195	1.24067	1.24098	1086	0	3
2023.04.25	17:05:00	1.24097	1.24115	1.24051	1.24063	792	0	3
2023.04.25	17:10:00	1.24063	1.24063	1.23873	1.23886	928	0	3
2023.04.25	17:15:00	1.23887	1.23958	1.23866	1.23948	684	0	3
2023.04.25	17:20:00	1.23947	1.23956	1.23912	1.23917	750	0	3
2023.04.25	17:25:00	1.23918	1.23999	1.23917	1.23993	681	0	3
2023.04.25	17:30:00	1.23993	1.24063	1.23983	1.23984	778	0	3
2023.04.25	17:35:00	1.23984	1.24026	1.23960	1.23998	694	0	3
2023.04.25	17:40:00	1.23998	1.24048	1.23978	1.24012	597	0	4
2023.04.25	17:45:00	1.24014	1.24070	1.24006	1.24050	715	0	3
2023.04.25	17:50:00	1.24049	1.24057	1.23929	1.23964	655	0	3
2023.04.25	17:55:00	1.23964	1.24019	1.23952	1.23995	720	0	4
2023.04.25	18:00:00	1.23995	1.24034	1.23934	1.23983	816	0	4
2023.04.25	18:05:00	1.23984	1.24066	1.23962	1.24065	626	0	4
2023.04.25	18:10:00	1.24066	1.24114	1.24053	1.24114	731	0	4
2023.04.25	18:15:00	1.24114	1.24121	1.24056	1.24094	475	0	4
2023.04.25	18:20:00	1.24095	1.24097	1.24051	1.24064	487	0	3
2023.04.25	18:25:00	1.24064	1.24075	1.24034	1.24051	409	0	4
2023.04.25	18:30:00	1.24046	1.24055	1.24007	1.24045	569	0	4
2023.04.25	18:35:00	1.24045	1.24057	1.23983	1.24000	658	0	3
2023.04.25	18:40:00	1.24000	1.24000	1.23929	1.23977	535	0	4
2023.04.25	18:45:00	1.23977	1.24014	1.23976	1.23998	379	0	2
2023.04.25	18:50:00	1.23997	1.24007	1.23969	1.23976	349	0	3
2023.04.25	18:55:00	1.23976	1.24009	1.23953	1.23956	378	0	3
2023.04.25	19:00:00	1.23956	1.23996	1.23936	1.23955	445	0	3
2023.04.25	19:05:00	1.23956	1.23974	1.23940	1.23955	320	0	3
2023.04.25	19:10:00	1.23953	1.23963	1.23913	1.23958	459	0	3
2023.04.25	19:15:00	1.23958	1.23995	1.23952	1.23985	399	0	4
2023.04.25	19:20:00	1.23985	1.23993	1.23964	1.23974	355	0	2
2023.04.25	19:25:00	1.23975	1.23998	1.23946	1.23996	338	0	3
2023.04.25	19:30:00	1.23995	1.24009	1.23972	1.23985	398	0	4
2023.04.25	19:35:00	1.23985	1.23994	1.23955	1.23964	295	0	4
2023.04.25	19:40:00	1.23964	1.23987	1.23952	1.23986	403	0	4
2023.04.25	19:45:00	1.23986	1.24001	1.23985	1.23993	220	0	4
2023.04.25	19:50:00	1.23993	1.24022	1.23985	1.23994	327	0	4
2023.04.25	19:55:00	1.23994	1.23995	1.23965	1.23994	324	0	4
2023.04.25	20:00:00	1.23993	1.24032	1.23979	1.24021	296	0	4
2023.04.25	20:05:00	1.24020	1.24043	1.24005	1.24020	367	0	5
2023.04.25	20:10:00	1.24020	1.24022	1.23972	1.23972	455	0	5
2023.04.25	20:15:00	1.23973	1.23978	1.23948	1.23974	517	0	4
2023.04.25	20:20:00	1.23974	1.24007	1.23960	1.24007	426	0	4
2023.04.25	20:25:00	1.24006	1.24027	1.23988	1.24016	466	0	4
2023.04.25	20:30:00	1.24019	1.24036	1.23996	1.23997	456	0	4
2023.04.25	20:35:00	1.23997	1.24030	1.23997	1.24007	291	0	4
2023.04.25	20:40:00	1.24006	1.24032	1.23990	1.24032	256	0	5
2023.04.25	20:45:00	1.24031	1.24042	1.23997	1.24027	442	0	5
2023.04.25	20:50:00	1.24027	1.24070	1.24017	1.24065	539	0	5
2023.04.25	20:55:00	1.24065	1.24074	1.24052	1.24057	353	0	4
2023.04.25	21:00:00	1.24057	1.24087	1.24052	1.24057	312	0	4
2023.04.25	21:05:00	1.24057	1.24068	1.24029	1.24036	347	0	5
2023.04.25	21:10:00	1.24036	1.24074	1.24036	1.24070	418	0	5
2023.04.25	21:15:00	1.24069	1.24087	1.24027	1.24039	350	0	5
2023.04.25	21:20:00	1.24038	1.24092	1.24037	1.24091	421	0	4
2023.04.25	21:25:00	1.24090	1.24104	1.24080	1.24099	394	0	5
2023.04.25	21:30:00	1.24098	1.24106	1.24061	1.24061	301	0	5
2023.04.25	21:35:00	1.24061	1.24073	1.24053	1.24068	258	0	5
2023.04.25	21:40:00	1.24068	1.24072	1.24021	1.24023	306	0	5
2023.04.25	21:45:00	1.24022	1.24065	1.24005	1.24063	432	0	3
2023.04.25	21:50:00	1.24062	1.24083	1.24058	1.24076	302	0	4
2023.04.25	21:55:00	1.24077	1.24095	1.24056	1.24067	290	0	5
2023.04.25	22:00:00	1.24066	1.24089	1.24051	1.24080	326	0	5
2023.04.25	22:05:00	1.24080	1.24106	1.24073	1.24094	243	0	4
2023.04.25	22:10:00	1.24094	1.24120	1.24088	1.24097	221	0	4
2023.04.25	22:15:00	1.24097	1.24108	1.24084	1.24106	158	0	5
2023.04.25	22:20:00	1.24107	1.24120	1.24106	1.24118	162	0	5
2023.04.25	22:25:00	1.24118	1.24120	1.24105	1.24114	210	0	5
2023.04.25	22:30:00	1.24114	1.24138	1.24114	1.24119	252	0	5
2023.04.25	22:35:00	1.24118	1.24130	1.24105	1.24107	147	0	5
2023.04.25	22:40:00	1.24107	1.24108	1.24063	1.24065	298	0	5
2023.04.25	22:45:00	1.24064	1.24085	1.24049	1.24050	265	0	5
2023.04.25	22:50:00	1.24048	1.24070	1.24043	1.24044	226	0	5
2023.04.25	22:55:00	1.24044	1.24054	1.24018	1.24023	187	0	4
2023.04.25	23:00:00	1.24023	1.24048	1.24014	1.24045	383	0	5
2023.04.25	23:05:00	1.24045	1.24076	1.24045	1.24068	111	0	8
2023.04.25	23:10:00	1.24068	1.24084	1.24059	1.24084	90	0	8
2023.04.25	23:15:00	1.24082	1.24085	1.24068	1.24079	87	0	8
2023.04.25	23:20:00	1.24079	1.24101	1.24079	1.24092	60	0	8
2023.04.25	23:25:00	1.24091	1.24099	1.24090	1.24095	60	0	8
2023.04.25	23:30:00	1.24095	1.24096	1.24092	1.24093	23	0	8
2023.04.25	23:35:00	1.24094	1.24098	1.24072	1.24074	58	0	8
2023.04.25	23:40:00	1.24074	1.24105	1.24074	1.24105	70	0	8
2023.04.25	23:45:00	1.24105	1.24118	1.24103	1.24112	89	0	8
2023.04.25	23:50:00	1.24112	1.24115	1.24104	1.24109	70	0	8
2023.04.26	00:00:00	1.24082	1.24082	1.24011	1.24016	23	0	41
2023.04.26	00:05:00	1.24016	1.24022	1.24016	1.24022	6	0	88
2023.04.26	00:10:00	1.24022	1.24040	1.24022	1.24038	24	0	75
2023.04.26	00:15:00	1.24038	1.24088	1.24032	1.24087	20	0	8
2023.04.26	00:20:00	1.24049	1.24101	1.24049	1.24068	14	0	8
2023.04.26	00:25:00	1.24068	1.24105	1.24063	1.24102	18	0	8
2023.04.26	00:30:00	1.24107	1.24121	1.24072	1.24074	35	0	8
2023.04.26	00:35:00	1.24091	1.24101	1.24069	1.24074	27	0	8
2023.04.26	00:40:00	1.24074	1.24103	1.24074	1.24074	14	0	8
2023.04.26	00:45:00	1.24102	1.24102	1.24070	1.24070	18	0	8
2023.04.26	00:50:00	1.24070	1.24086	1.24069	1.24069	21	0	26
2023.04.26	00:55:00	1.24069	1.24102	1.24067	1.24067	11	0	8
2023.04.26	01:00:00	1.24067	1.24122	1.24066	1.24108	98	0	8
2023.04.26	01:05:00	1.24108	1.24130	1.24094	1.24117	46	0	8
2023.04.26	01:10:00	1.24117	1.24131	1.24115	1.24122	81	0	8
2023.04.26	01:15:00	1.24122	1.24125	1.24105	1.24122	259	0	8
2023.04.26	01:20:00	1.24122	1.24131	1.24112	1.24122	179	0	8
2023.04.26	01:25:00	1.24123	1.24181	1.24122	1.24164	176	0	8
2023.04.26	01:30:00	1.24163	1.24163	1.24132	1.24149	188	0	8
2023.04.26	01:35:00	1.24139	1.24155	1.24137	1.24153	111	0	8
2023.04.26	01:40:00	1.24154	1.24158	1.24149	1.24151	78	0	8
2023.04.26	01:45:00	1.24151	1.24160	1.24147	1.24158	76	0	8
2023.04.26	01:50:00	1.24158	1.24172	1.24157	1.24166	147	0	8
2023.04.26	01:55:00	1.24167	1.24169	1.24148	1.24153	136	0	8
2023.04.26	02:00:00	1.24153	1.24157	1.24104	1.24110	211	0	7
2023.04.26	02:05:00	1.24112	1.24135	1.24112	1.24125	117	0	7
2023.04.26	02:10:00	1.24125	1.24144	1.24122	1.24143	128	0	7
2023.04.26	02:15:00	1.24143	1.24147	1.24131	1.24135	119	0	7
2023.04.26	02:20:00	1.24135	1.24144	1.24114	1.24116	132	0	7
2023.04.26	02:25:00	1.24116	1.24129	1.24116	1.24125	114	0	7
2023.04.26	02:30:00	1.24125	1.24129	1.24113	1.24124	133	0	7
2023.04.26	02:35:00	1.24124	1.24136	1.24114	1.24129	117	0	7
2023.04.26	02:40:00	1.24129	1.24143	1.24129	1.24130	82	0	7
2023.04.26	02:45:00	1.24131	1.24143	1.24125	1.24136	125	0	7
2023.04.26	02:50:00	1.24136	1.24153	1.24133	1.24147	137	0	7
2023.04.26	02:55:00	1.24147	1.24153	1.24137	1.24138	83	0	7
2023.04.26	03:00:00	1.24138	1.24163	1.24108	1.24118	527	0	7
2023.04.26	03:05:00	1.24121	1.24140	1.24107	1.24132	331	0	7
2023.04.26	03:10:00	1.24133	1.24149	1.24120	1.24138	215	0	7
2023.04.26	03:15:00	1.24137	1.24148	1.24124	1.24137	311	0	7
2023.04.26	03:20:00	1.24137	1.24169	1.24137	1.24161	224	0	6
2023.04.26	03:25:00	1.24161	1.24168	1.24141	1.24149	171	0	7
2023.04.26	03:30:00	1.24149	1.24171	1.24146	1.24167	331	0	7
2023.04.26	03:35:00	1.24167	1.24169	1.24147	1.24165	314	0	7
2023.04.26	03:40:00	1.24166	1.24167	1.24144	1.24148	334	0	7
2023.04.26	03:45:00	1.24148	1.24167	1.24133	1.24145	288	0	7
2023.04.26	03:50:00	1.24146	1.24153	1.24039	1.24040	420	0	5
2023.04.26	03:55:00	1.24040	1.24118	1.24035	1.24112	350	0	7
2023.04.26	04:00:00	1.24111	1.24126	1.24098	1.24098	440	0	7
2023.04.26	04:05:00	1.24098	1.24125	1.24074	1.24089	382	0	7
2023.04.26	04:10:00	1.24088	1.24104	1.24080	1.24086	336	0	7
2023.04.26	04:15:00	1.24086	1.24093	1.24026	1.24032	392	0	7
2023.04.26	04:20:00	1.24032	1.24062	1.24024	1.24045	432	0	7
2023.04.26	04:25:00	1.24047	1.24084	1.24044	1.24080	257	0	7
2023.04.26	04:30:00	1.24080	1.24129	1.24055	1.24123	593	0	7
2023.04.26	04:35:00	1.24123	1.24146	1.24100	1.24107	512	0	7
2023.04.26	04:40:00	1.24107	1.24139	1.24105	1.24125	368	0	7
2023.04.26	04:45:00	1.24124	1.24142	1.24089	1.24136	424	0	7
2023.04.26	04:50:00	1.24137	1.24153	1.24127	1.24139	281	0	7
2023.04.26	04:55:00	1.24139	1.24185	1.24138	1.24145	391	0	7
2023.04.26	05:00:00	1.24145	1.24145	1.24117	1.24118	427	0	7
2023.04.26	05:05:00	1.24117	1.24148	1.24115	1.24137	425	0	7
2023.04.26	05:10:00	1.24135	1.24152	1.24125	1.24129	379	0	7
2023.04.26	05:15:00	1.24129	1.24161	1.24127	1.24147	356	0	7
2023.04.26	05:20:00	1.24147	1.24158	1.24133	1.24137	226	0	7
2023.04.26	05:25:00	1.24135	1.24147	1.24131	1.24144	217	0	7
2023.04.26	05:30:00	1.24145	1.24156	1.24133	1.24153	288	0	7
2023.04.26	05:35:00	1.24153	1.24183	1.24152	1.24182	269	0	7
2023.04.26	05:40:00	1.24182	1.24185	1.24154	1.24163	312	0	7
2023.04.26	05:45:00	1.24163	1.24174	1.24155	1.24159	269	0	7
2023.04.26	05:50:00	1.24159	1.24165	1.24155	1.24160	199	0	7
2023.04.26	05:55:00	1.24160	1.24183	1.24155	1.24169	424	0	6
2023.04.26	06:00:00	1.24168	1.24179	1.24156	1.24165	295	0	7
2023.04.26	06:05:00	1.24165	1.24178	1.24162	1.24177	209	0	7
2023.04.26	06:10:00	1.24177	1.24178	1.24134	1.24136	303	0	7
2023.04.26	06:15:00	1.24136	1.24156	1.24136	1.24139	256	0	7
2023.04.26	06:20:00	1.24138	1.24148	1.24126	1.24128	218	0	7
2023.04.26	06:25:00	1.24127	1.24135	1.24120	1.24124	177	0	7
2023.04.26	06:30:00	1.24123	1.24135	1.24114	1.24131	280	0	7
2023.04.26	06:35:00	1.24131	1.24148	1.24127	1.24148	194	0	6
2023.04.26	06:40:00	1.24148	1.24156	1.24137	1.24153	201	0	6
2023.04.26	06:45:00	1.24154	1.24157	1.24147	1.24148	213	0	6
2023.04.26	06:50:00	1.24148	1.24164	1.24145	1.24146	272	0	6
2023.04.26	06:55:00	1.24146	1.24149	1.24125	1.24139	282	0	6
2023.04.26	07:00:00	1.24139	1.24149	1.24127	1.24144	281	0	4
2023.04.26	07:05:00	1.24144	1.24159	1.24142	1.24154	249	0	4
2023.04.26	07:10:00	1.24154	1.24156	1.24137	1.24145	224	0	4
2023.04.26	07:15:00	1.24144	1.24162	1.24138	1.24149	189	0	4
2023.04.26	07:20:00	1.24152	1.24154	1.24128	1.24129	206	0	4
2023.04.26	07:25:00	1.24130	1.24153	1.24129	1.24149	207	0	4
2023.04.26	07:30:00	1.24149	1.24180	1.24149	1.24179	179	0	4
2023.04.26	07:35:00	1.24179	1.24197	1.24172	1.24188	208	0	4
2023.04.26	07:40:00	1.24188	1.24217	1.24187	1.24206	307	0	4
2023.04.26	07:45:00	1.24206	1.24233	1.24203	1.24231	214	0	4
2023.04.26	07:50:00	1.24231	1.24242	1.24230	1.24237	229	0	4
2023.04.26	07:55:00	1.24237	1.24255	1.24228	1.24244	209	0	4
2023.04.26	08:00:00	1.24245	1.24266	1.24236	1.24257	226	0	4
2023.04.26	08:05:00	1.24258	1.24265	1.24242	1.24246	209	0	4
2023.04.26	08:10:00	1.24247	1.24266	1.24247	1.24265	150	0	4
2023.04.26	08:15:00	1.24266	1.24270	1.24258	1.24262	152	0	4
2023.04.26	08:20:00	1.24262	1.24269	1.24255	1.24268	158	0	4
2023.04.26	08:25:00	1.24268	1.24276	1.24242	1.24258	276	0	4
2023.04.26	08:30:00	1.24258	1.24266	1.24245	1.24254	229	0	4
2023.04.26	08:35:00	1.24255	1.24278	1.24253	1.24276	233	0	4
2023.04.26	08:40:00	1.24276	1.24311	1.24272	1.24310	317	0	4
2023.04.26	08:45:00	1.24309	1.24317	1.24278	1.24285	403	0	4
2023.04.26	08:50:00	1.24285	1.24292	1.24270	1.24289	292	0	4
2023.04.26	08:55:00	1.24289	1.24299	1.24273	1.24277	142	0	4
2023.04.26	09:00:00	1.24277	1.24277	1.24231	1.24255	338	0	3
2023.04.26	09:05:00	1.24254	1.24273	1.24215	1.24239	568	0	4
2023.04.26	09:10:00	1.24239	1.24277	1.24227	1.24264	458	0	4
2023.04.26	09:15:00	1.24265	1.24306	1.24253	1.24259	396	0	3
2023.04.26	09:20:00	1.24256	1.24282	1.24234	1.24267	487	0	3
2023.04.26	09:25:00	1.24268	1.24284	1.24248	1.24283	404	0	3
2023.04.26	09:30:00	1.24283	1.24326	1.24269	1.24318	515	0	3
2023.04.26	09:35:00	1.24318	1.24365	1.24303	1.24355	495	0	3
2023.04.26	09:40:00	1.24355	1.24372	1.24349	1.24369	433	0	4
2023.04.26	09:45:00	1.24369	1.24431	1.24366	1.24401	480	0	3
2023.04.26	09:50:00	1.24401	1.24474	1.24375	1.24454	615	0	3
2023.04.26	09:55:00	1.24454	1.24460	1.24408	1.24413	553	0	3
2023.04.26	10:00:00	1.24412	1.24510	1.24397	1.24483	779	0	4
2023.04.26	10:05:00	1.24482	1.24494	1.24386	1.24387	711	0	4
2023.04.26	10:10:00	1.24387	1.24444	1.24377	1.24444	666	0	4
2023.04.26	10:15:00	1.24444	1.24509	1.24432	1.24497	765	0	3
2023.04.26	10:20:00	1.24496	1.24596	1.24488	1.24593	818	0	2
2023.04.26	10:25:00	1.24592	1.24614	1.24576	1.24607	777	0	4
2023.04.26	10:30:00	1.24606	1.24617	1.24532	1.24538	873	0	4
2023.04.26	10:35:00	1.24538	1.24598	1.24527	1.24527	635	0	3
2023.04.26	10:40:00	1.24527	1.24535	1.24496	1.24508	611	0	3
2023.04.26	10:45:00	1.24508	1.24521	1.24462	1.24466	597	0	3
2023.04.26	10:50:00	1.24466	1.24517	1.24453	1.24517	620	0	3
2023.04.26	10:55:00	1.24517	1.24605	1.24506	1.24594	659	0	3
2023.04.26	11:00:00	1.24594	1.24616	1.24525	1.24545	735	0	3
2023.04.26	11:05:00	1.24545	1.24548	1.24502	1.24531	675	0	4
2023.04.26	11:10:00	1.24530	1.24531	1.24484	1.24507	591	0	3
2023.04.26	11:15:00	1.24507	1.24561	1.24505	1.24554	626	0	2
2023.04.26	11:20:00	1.24554	1.24608	1.24535	1.24604	593	0	3
2023.04.26	11:25:00	1.24605	1.24698	1.24583	1.24677	806	0	3
2023.04.26	11:30:00	1.24676	1.24739	1.24675	1.24685	654	0	3
2023.04.26	11:35:00	1.24685	1.24698	1.24604	1.24614	546	0	2
2023.04.26	11:40:00	1.24614	1.24632	1.24583	1.24584	561	0	3
2023.04.26	11:45:00	1.24584	1.24648	1.24580	1.24624	532	0	2
2023.04.26	11:50:00	1.24624	1.24692	1.24622	1.24673	548	0	4
2023.04.26	11:55:00	1.24673	1.24789	1.24672	1.24789	489	0	3
2023.04.26	12:00:00	1.24790	1.24798	1.24749	1.24776	676	0	3
2023.04.26	12:05:00	1.24776	1.24846	1.24766	1.24816	613	0	3
2023.04.26	12:10:00	1.24818	1.24835	1.24776	1.24785	731	0	3
2023.04.26	12:15:00	1.24786	1.24788	1.24727	1.24743	571	0	3
2023.04.26	12:20:00	1.24744	1.24787	1.24719	1.24776	482	0	3
2023.04.26	12:25:00	1.24776	1.24791	1.24703	1.24713	621	0	3
2023.04.26	12:30:00	1.24714	1.24763	1.24703	1.24743	528	0	3
2023.04.26	12:35:00	1.24743	1.24774	1.24704	1.24765	553	0	3
2023.04.26	12:40:00	1.24765	1.24786	1.24726	1.24727	409	0	3
2023.04.26	12:45:00	1.24727	1.24748	1.24705	1.24745	501	0	3
2023.04.26	12:50:00	1.24745	1.24751	1.24692	1.24698	653	0	3
2023.04.26	12:55:00	1.24701	1.24708	1.24668	1.24690	542	0	4
2023.04.26	13:00:00	1.24690	1.24753	1.24689	1.24745	534	0	4
2023.04.26	13:05:00	1.24745	1.24804	1.24735	1.24789	536	0	3
2023.04.26	13:10:00	1.24789	1.24815	1.24704	1.24706	560	0	3
2023.04.26	13:15:00	1.24705	1.24716	1.24639	1.24644	453	0	4
2023.04.26	13:20:00	1.24645	1.24693	1.24632	1.24686	442	0	3
2023.04.26	13:25:00	1.24686	1.24744	1.24686	1.24736	493	0	2
2023.04.26	13:30:00	1.24742	1.24804	1.24742	1.24802	566	0	2
2023.04.26	13:35:00	1.24803	1.24846	1.24770	1.24814	632	0	3
2023.04.26	13:40:00	1.24814	1.24819	1.24742	1.24810	645	0	3
2023.04.26	13:45:00	1.24809	1.24909	1.24793	1.24886	568	0	4
2023.04.26	13:50:00	1.24886	1.24908	1.24806	1.24821	572	0	3
2023.04.26	13:55:00	1.24821	1.24897	1.24805	1.24826	666	0	3
2023.04.26	14:00:00	1.24829	1.24887	1.24808	1.24850	744	0	2
2023.04.26	14:05:00	1.24851	1.24877	1.24808	1.24812	615	0	3
2023.04.26	14:10:00	1.24813	1.24813	1.24701	1.24704	782	0	3
2023.04.26	14:15:00	1.24704	1.24744	1.24702	1.24737	626	0	4
2023.04.26	14:20:00	1.24738	1.24809	1.24723	1.24746	731	0	3
2023.04.26	14:25:00	1.24746	1.24782	1.24742	1.24751	484	0	4
2023.04.26	14:30:00	1.24750	1.24801	1.24744	1.24796	680	0	3
2023.04.26	14:35:00	1.24796	1.24800	1.24739	1.24740	705	0	3
2023.04.26	14:40:00	1.24740	1.24838	1.24686	1.24817	1080	0	3
2023.04.26	14:45:00	1.24817	1.24839	1.24716	1.24747	1184	0	3
2023.04.26	14:50:00	1.24746	1.24749	1.24663	1.24686	908	0	3
2023.04.26	14:55:00	1.24685	1.24733	1.24669	1.24725	702	0	3
2023.04.26	15:00:00	1.24724	1.24738	1.24658	1.24664	763	0	4
2023.04.26	15:05:00	1.24665	1.24679	1.24646	1.24653	596	0	3
2023.04.26	15:10:00	1.24653	1.24657	1.24625	1.24635	472	0	4
2023.04.26	15:15:00	1.24634	1.24658	1.24623	1.24652	451	0	4
2023.04.26	15:20:00	1.24652	1.24675	1.24647	1.24665	519	0	4
2023.04.26	15:25:00	1.24665	1.24737	1.24665	1.24737	406	0	3
2023.04.26	15:30:00	1.24739	1.24774	1.24600	1.24747	1093	0	1
2023.04.26	15:35:00	1.24746	1.24758	1.24696	1.24707	689	0	4
2023.04.26	15:40:00	1.24708	1.24732	1.24673	1.24694	641	0	3
2023.04.26	15:45:00	1.24694	1.24772	1.24689	1.24729	645	0	4
2023.04.26	15:50:00	1.24728	1.24751	1.24708	1.24708	443	0	4
2023.04.26	15:55:00	1.24708	1.24740	1.24657	1.24727	551	0	3
2023.04.26	16:00:00	1.24727	1.24746	1.24697	1.24718	635	0	4
2023.04.26	16:05:00	1.24718	1.24754	1.24705	1.24744	600	0	3
2023.04.26	16:10:00	1.24744	1.24756	1.24706	1.24741	634	0	3
2023.04.26	16:15:00	1.24741	1.24792	1.24725	1.24787	634	0	3
2023.04.26	16:20:00	1.24784	1.25106	1.24782	1.25100	1148	0	3
2023.04.26	16:25:00	1.25099	1.25154	1.25023	1.25027	1229	0	3
2023.04.26	16:30:00	1.25026	1.25037	1.24939	1.25009	1137	0	2
2023.04.26	16:35:00	1.25011	1.25032	1.24943	1.24956	872	0	3
2023.04.26	16:40:00	1.24956	1.24968	1.24884	1.24915	702	0	3
2023.04.26	16:45:00	1.24914	1.24993	1.24913	1.24945	841	0	4
2023.04.26	16:50:00	1.24946	1.25036	1.24933	1.25006	889	0	4
2023.04.26	16:55:00	1.25007	1.25007	1.24900	1.24947	775	0	3
2023.04.26	17:00:00	1.24948	1.24949	1.24851	1.24910	866	0	3
2023.04.26	17:05:00	1.24911	1.24983	1.24893	1.24906	794	0	4
2023.04.26	17:10:00	1.24905	1.24951	1.24855	1.24864	761	0	3
2023.04.26	17:15:00	1.24859	1.24859	1.24755	1.24805	861	0	3
2023.04.26	17:20:00	1.24806	1.24842	1.24787	1.24797	837	0	4
2023.04.26	17:25:00	1.24797	1.24837	1.24790	1.24816	684	0	2
2023.04.26	17:30:00	1.24817	1.24847	1.24751	1.24758	712	0	3
2023.04.26	17:35:00	1.24756	1.24779	1.24710	1.24736	787	0	2
2023.04.26	17:40:00	1.24736	1.24741	1.24689	1.24699	696	0	4
2023.04.26	17:45:00	1.24697	1.24710	1.24665	1.24698	686	0	3
2023.04.26	17:50:00	1.24698	1.24712	1.24609	1.24642	762	0	4
2023.04.26	17:55:00	1.24641	1.24696	1.24626	1.24687	813	0	3
2023.04.26	18:00:00	1.24687	1.24775	1.24651	1.24773	782	0	3
2023.04.26	18:05:00	1.24773	1.24803	1.24744	1.24766	578	0	2
2023.04.26	18:10:00	1.24766	1.24793	1.24721	1.24722	524	0	3
2023.04.26	18:15:00	1.24722	1.24729	1.24649	1.24702	785	0	3
2023.04.26	18:20:00	1.24703	1.24744	1.24699	1.24742	457	0	3
2023.04.26	18:25:00	1.24742	1.24745	1.24708	1.24739	509	0	4
2023.04.26	18:30:00	1.24739	1.24838	1.24729	1.24835	484	0	3
2023.04.26	18:35:00	1.24836	1.24846	1.24816	1.24817	462	0	4
2023.04.26	18:40:00	1.24817	1.24881	1.24805	1.24869	486	0	3
2023.04.26	18:45:00	1.24869	1.24900	1.24867	1.24870	464	0	2
2023.04.26	18:50:00	1.24871	1.24888	1.24849	1.24857	418	0	3
2023.04.26	18:55:00	1.24857	1.24906	1.24809	1.24840	539	0	3
2023.04.26	19:00:00	1.24839	1.24851	1.24805	1.24846	543	0	2
2023.04.26	19:05:00	1.24846	1.24869	1.24784	1.24817	568	0	2
2023.04.26	19:10:00	1.24815	1.24828	1.24788	1.24822	455	0	4
2023.04.26	19:15:00	1.24820	1.24831	1.24718	1.24730	477	0	4
2023.04.26	19:20:00	1.24730	1.24740	1.24675	1.24675	520	0	4
2023.04.26	19:25:00	1.24675	1.24689	1.24643	1.24648	474	0	4
2023.04.26	19:30:00	1.24648	1.24673	1.24636	1.24653	383	0	3
2023.04.26	19:35:00	1.24653	1.24662	1.24615	1.24616	399	0	3
2023.04.26	19:40:00	1.24616	1.24624	1.24598	1.24616	462	0	4
2023.04.26	19:45:00	1.24615	1.24621	1.24593	1.24617	374	0	4
2023.04.26	19:50:00	1.24615	1.24691	1.24610	1.24681	386	0	3
2023.04.26	19:55:00	1.24681	1.24685	1.24661	1.24675	441	0	3
2023.04.26	20:00:00	1.24675	1.24678	1.24638	1.24660	421	0	4
2023.04.26	20:05:00	1.24660	1.24719	1.24660	1.24707	329	0	5
2023.04.26	20:10:00	1.24708	1.24716	1.24690	1.24699	348	0	4
2023.04.26	20:15:00	1.24698	1.24715	1.24692	1.24708	302	0	5
2023.04.26	20:20:00	1.24708	1.24721	1.24699	1.24714	274	0	5
2023.04.26	20:25:00	1.24714	1.24747	1.24702	1.24729	231	0	4
2023.04.26	20:30:00	1.24729	1.24749	1.24686	1.24696	311	0	5
2023.04.26	20:35:00	1.24696	1.24696	1.24656	1.24677	287	0	5
2023.04.26	20:40:00	1.24678	1.24711	1.24677	1.24679	239	0	5
2023.04.26	20:45:00	1.24679	1.24705	1.24660	1.24670	305	0	5
2023.04.26	20:50:00	1.24670	1.24672	1.24650	1.24659	329	0	5
2023.04.26	20:55:00	1.24659	1.24681	1.24634	1.24651	345	0	5
2023.04.26	21:00:00	1.24650	1.24653	1.24627	1.24641	330	0	5
2023.04.26	21:05:00	1.24642	1.24644	1.24616	1.24631	325	0	5
2023.04.26	21:10:00	1.24630	1.24635	1.24621	1.24630	236	0	4
2023.04.26	21:15:00	1.24629	1.24629	1.24566	1.24567	253	0	5
2023.04.26	21:20:00	1.24568	1.24582	1.24540	1.24579	333	0	4
2023.04.26	21:25:00	1.24578	1.24591	1.24550	1.24569	368	0	4
2023.04.26	21:30:00	1.24569	1.24572	1.24545	1.24550	312	0	5
2023.04.26	21:35:00	1.24549	1.24598	1.24538	1.24559	544	0	5
2023.04.26	21:40:00	1.24559	1.24573	1.24538	1.24561	577	0	4
2023.04.26	21:45:00	1.24562	1.24564	1.24541	1.24562	218	0	5
2023.04.26	21:50:00	1.24561	1.24568	1.24542	1.24553	259	0	5
2023.04.26	21:55:00	1.24553	1.24604	1.24550	1.24556	425	0	4
2023.04.26	22:00:00	1.24557	1.24578	1.24554	1.24566	230	0	5
2023.04.26	22:05:00	1.24568	1.24603	1.24565	1.24581	354	0	4
2023.04.26	22:10:00	1.24580	1.24610	1.24578	1.24601	331	0	5
